F
-2.075727956749432269e+04
-2.184844766404461552e+04
-2.183201972778003255e+04
-2.045582311426841625e+04
-1.956903263459803929e+04
-2.059408668278250479e+04
-2.236679270477191676e+04
-2.101556578975519005e+04
-2.081952657059737612e+04
-1.768915932021203116e+04
-2.038327697779959999e+04
-2.205144558970030994e+04
-2.011354987712069851e+04
-2.046023095619300511e+04
-2.243298451665832181e+04
-2.239527101198093806e+04
-1.930654597882689995e+04
-2.122710942266303391e+04
-1.984419527455489879e+04
-2.065466909789079727e+04
-2.072632960437683141e+04
-2.039769306133440477e+04
-2.087557933912335648e+04
-2.141654417562402887e+04
-2.258636016797242337e+04
-2.125401427106752453e+04
-2.071362935344761718e+04
-2.206778962757592308e+04
-2.201565239707526416e+04
-2.001576630774966179e+04
-2.092470491800097807e+04
-2.158626480773093863e+04
