delta
8.473036354768061074e+02
-8.185417582720552332e+01
7.805430314664745310e+02
7.727088901159893908e+01
-3.970145458386718360e+02
-1.935134405963049886e+01
-6.262171674709494482e+02
-6.337878730939810339e+02
-2.620144974913580072e+01
6.530240898266306431e+02
-2.699331572636845635e+02
1.209832935616577970e+03
5.023189846327852024e+02
1.944760619969039226e+02
6.304351386329866500e+02
1.209832935475447812e+03
-3.831099364110031047e+02
-6.736286624597262573e+01
1.380612027507880839e+02
-1.370700769548886683e+03
-6.736286162349651363e+01
1.574668665551852200e+02
-6.262171736528931660e+02
-3.237780106434204868e+02
-1.935135947784659649e+01
4.186309221145525612e+02
-1.120064746443153808e+03
-1.131073407730672898e+03
-5.460412889266690399e+02
4.403916392326317464e+02
-4.341092273483476447e+02
2.656440699040875870e+02
-1.569809544577931035e+02
-1.370700763782336935e+03
-3.237780139540920459e+02
1.944760643122052954e+02
1.799338026481922270e+02
-1.370700771180656147e+03
3.771160403807238026e+02
1.574668663247516349e+02
