F
-2.071979485241620932e+04
-2.180154249038975831e+04
-2.178663579523486624e+04
-2.044377508419397054e+04
-1.959827835307348141e+04
-2.059190908590693653e+04
-2.231915793158363886e+04
-2.098209647489989948e+04
-2.078034800009861283e+04
-1.794672196643853385e+04
-2.038449952943927565e+04
-2.200558534719816453e+04
-2.011137236848273460e+04
-2.046513789436263687e+04
-2.240467027425834021e+04
-2.234733499344365555e+04
