F
-2.079527555515044151e+04
-2.186427946672499820e+04
-2.183041307896130820e+04
-2.054827145921444389e+04
-1.950216827346676291e+04
-2.067287480818096810e+04
-2.236574483637933736e+04
-2.104511957485623134e+04
