sqrtN_dJ_N8,sqrtN_dJ_N16,sqrtN_dJ_N32,sqrtN_dJ_N64
1.516494848597615828e+03,-6.957353240161319263e+01,2.052191923854976778e+02,-6.600746550499752630e+02
-3.392658393193240499e+03,-9.738535210121335695e+02,2.143234380707652775e+01,2.558281338600791059e+02
-2.708721867892421869e+03,-3.139041453790865489e+03,-2.497683687082042979e+03,-1.360285821939876769e+03
-2.183268051057617413e+03,-1.470839745280551142e+03,-1.774095570565695652e+03,-2.434184548431483563e+03
-5.305661071819221206e+02,2.104233771336585050e+02,2.015064868536677750e+03,1.987038108691805974e+03
-1.021646596245220053e+03,-2.152441246370130102e+03,-1.063917399821359595e+03,-1.017710115222755121e+03
-1.852394770128512846e+03,1.067689412698673550e+02,1.744974541742310521e+02,2.542208026531734504e+02
4.011043180170740357e+02,3.254478894265339477e+02,1.383859560608882475e+03,-9.783271584750036709e+01
-2.097292944074953539e+03,-6.010414491018018452e+02,-1.158351719924084819e+03,-1.642241243691183627e+03
-1.981011760444477659e+03,-1.832141041013936047e+03,-1.556764650118216196e+03,-1.343943498895590892e+03
1.296798262642726058e+03,1.457156949443829944e+03,1.351542858266382382e+03,1.124511910075671040e+03
1.929141021045853222e+03,1.186277376393787563e+03,1.176866621412166978e+03,8.065890509794990066e+02
-2.589944790378934158e+03,-1.487704584050792619e+03,4.149117518561693885e+01,-1.327989172238594620e+03
9.619310234936086772e+02,1.308779801922544721e+03,1.190164772195544629e+03,2.448691066884581232e+03
-5.361477498404975677e+02,-1.479295376964349998e+03,1.449481040557748884e+03,2.089577364383061649e+03
9.169335948642187759e+02,9.138974574350868352e+00,-4.739352903482732131e+02,-7.430036440179101191e+02
1.818094145856149908e+03,4.941845044269430218e+02,1.936763982136243158e+03,1.288646216943423497e+03
8.891077913081347788e+02,-1.596407413239212474e+02,-1.399839520896860812e+01,1.606952364301658235e+03
-1.049751636574522081e+03,-1.489222546146629611e+02,1.218462676107888456e+03,1.729043481703847647e+02
9.973463136940891900e+02,1.453198001176991966e+03,1.069280647564199398e+03,-1.026929198230267502e+03
-1.241732357483288979e+03,-1.663391697265644325e+03,-3.890129471411239592e+02,-1.475100035194191150e+01
-9.326275935304812492e+02,-8.764465830976114376e+02,1.168460599191286065e+03,8.610830967517686076e+02
1.688353998017266235e+02,-9.088152497437549755e+02,4.124656983976060474e+02,-4.889261949624924455e+02
2.111209310305328927e+03,2.143718397407385055e+03,1.087805389015511764e+03,1.631681292339926586e+02
