F
-3.448541159111555743e+01
-2.916098393392531918e+01
-2.782551198709433748e+01
-2.455089031783545650e+01
-3.267552062574601024e+01
-2.938015645177464918e+01
-3.571172768249733309e+01
-2.536607272432450699e+01
