F
-3.467562053869733774e+01
-2.903670193141667966e+01
-2.768757358944948166e+01
-2.428379479768462801e+01
-3.279453603878795320e+01
-2.927888477797449340e+01
-3.608596479070586582e+01
-2.514105464657579958e+01
-2.752630253728743881e+01
-3.696838270516540348e+01
-3.179915813350762122e+01
-2.601893351094739160e+01
-3.382830444039315410e+01
-3.459795327185389624e+01
-3.414140873480582172e+01
-2.714523864490523763e+01
