delta
-1.727399851800959896e+00
-1.339408300888025594e-01
-1.982403820651701620e+00
1.256398735377787013e+00
-7.896186770466767646e-01
-5.567062531060752023e-02
7.945218360229134857e-01
2.661331535600501397e+00
1.046431713668711350e+00
3.174866647479161585e+00
3.858272235002988104e+00
7.788146649386791243e-01
6.669833411393423006e+00
-6.265802208858021194e-01
-2.626256967037895240e+00
3.084472249503911190e+00
-8.986085056703106977e-01
-5.997742539253284738e-02
-8.484737716097726090e-02
-2.605889388979679477e+00
1.847699470068328464e+00
-1.596947126764137526e+00
-1.335929258341243653e+00
-1.233348038821325265e-01
1.992954839310712989e-01
-6.041884952359889427e-01
-1.200411194519467983e+00
2.899977720186483143e+00
7.147668506937999711e-01
-2.182536228788184651e+00
-3.272388083723015928e+00
2.429496046909628060e+00
8.591816529856691753e-01
1.136334159528827881e+00
8.530815233160408129e-01
5.744188658960588389e-01
2.577283187214577165e+00
-4.561037303147150723e+00
-5.940750990916599861e+00
-3.802029211796897012e+00
-1.193484506392109123e+00
-3.231356396023092881e-01
1.646002473171551239e+00
2.906779090006069155e-01
1.842422049008435980e+00
8.003123422721446500e-01
6.349614703017544270e-01
-3.280248021221318755e+00
7.708826191308237874e-01
8.291881149111933746e-01
-1.021453496898712343e+00
3.532563429866138804e+00
2.541776388844930512e+00
9.479602087518267384e-01
2.024731390197702208e+00
1.367164503415924992e+00
1.510965362406252011e+00
3.166526972932199424e+00
-2.899368589670837437e+00
-1.245574727383599312e+00
-9.216105760179094109e-01
-7.316091030592115629e-01
2.676862211360116817e+00
1.337702257511689696e+00
1.508467194091002161e+00
-2.851775509657927810e+00
5.168254014906564109e+00
1.760703636230722235e+00
1.249977525235605319e-01
4.650209942226823934e+00
-9.994707831053601943e-01
2.963827726581088839e+00
-1.498111391818288674e+00
-1.956289817936335496e+00
4.661163383474260513e+00
2.658079069838488184e-01
-6.269290849428753809e+00
-1.903547769285109714e+00
2.767609418070459348e+00
-2.485671397150282402e+00
6.261026735602688298e-01
-2.241018377677950202e+00
2.960347610134888896e+00
-4.040737182023462104e+00
1.396307782271405173e+00
2.673271934780208969e+00
3.014387310287409250e+00
1.287433623540692684e+00
8.797769287369228142e-01
-8.530496810792883577e-01
8.895297948711348157e-01
-9.217935564045717234e-01
-1.306060119889024485e+00
-3.301537681270420688e+00
-9.658904383171272867e-01
-3.628786657749516475e+00
-1.483032686586290838e+00
3.477520214031024071e-01
6.961868269636745099e-01
5.948306338937195958e-01
-1.649680087614878277e+00
