F
-3.483433110227275620e+01
-2.898214125665253249e+01
-2.760324821103716531e+01
-2.402260352285041023e+01
-3.292964633988523104e+01
-2.923693435220960168e+01
-3.599097696462811768e+01
-2.492259503595544956e+01
-2.744090038790361419e+01
-3.691315603843891324e+01
-3.188952536946618110e+01
-2.583625459717010742e+01
-3.398749941052358281e+01
-3.481021008650361637e+01
-3.429341187027607418e+01
-2.701569079401263096e+01
-3.328351348075582194e+01
-3.024626625290665061e+01
-2.790489089110462473e+01
-3.392002971890263296e+01
-2.463689563623307066e+01
-3.641024410692681101e+01
-2.652049446124823717e+01
-2.943973073530922946e+01
-3.020624340826211807e+01
-3.279208348077075641e+01
-3.326183255063894251e+01
-3.185098282435576067e+01
-2.822344941697957310e+01
-3.018573534408779224e+01
-3.344217239543423403e+01
-3.519145322550116362e+01
