t,u_nominal control,u_SAA control
1.480314000000000085e+01,9.474691390740217489e-01,1.102831458312270918e+00
1.483372500000000116e+01,9.490729497221247479e-01,1.104682721460484407e+00
1.486430999999999969e+01,9.506416964762998134e-01,1.106575127122938262e+00
1.489489500000000000e+01,9.521788238536246229e-01,1.108509149534206317e+00
1.492548000000000030e+01,9.536765497069878972e-01,1.110456956910047754e+00
1.495606500000000061e+01,9.551780430465700578e-01,1.112489295998415173e+00
1.498665000000000092e+01,9.566871702213539663e-01,1.114558493299497854e+00
1.501723500000000122e+01,9.582197685775245555e-01,1.116683728163950340e+00
1.504781999999999975e+01,9.597977468927529898e-01,1.118879266551167762e+00
1.507840500000000006e+01,9.614346695502494766e-01,1.121168913735627104e+00
1.510899000000000036e+01,9.631316772311131480e-01,1.123487741159186371e+00
1.513957500000000067e+01,9.648724324892978821e-01,1.125894907958543856e+00
1.517016000000000098e+01,9.666387075259038619e-01,1.128313603772363116e+00
1.520074500000000128e+01,9.684188306195661289e-01,1.130771287602039488e+00
1.523132999999999981e+01,9.701673335597699177e-01,1.133189331473415384e+00
1.526191500000000012e+01,9.718777567306718934e-01,1.135619197687566029e+00
1.529250000000000043e+01,9.735427333956947482e-01,1.137996062257709440e+00
1.532308500000000073e+01,9.751566932872848259e-01,1.140365407556752420e+00
1.535367000000000104e+01,9.767344346488546769e-01,1.142690264709282255e+00
1.538425500000000135e+01,9.782801449372097169e-01,1.144979175759209156e+00
1.541483999999999988e+01,9.797919704868758295e-01,1.147254392079141816e+00
1.544542500000000018e+01,9.813326823566985713e-01,1.149526248365348780e+00
1.547601000000000049e+01,9.828882043148263747e-01,1.151754999163706383e+00
1.550659500000000079e+01,9.844611729830738955e-01,1.153981115012696623e+00
1.553718000000000110e+01,9.860946527815837026e-01,1.156218093791651302e+00
1.556776500000000141e+01,9.877407791987046215e-01,1.158455488479505080e+00
1.559834999999999994e+01,9.894075205990907618e-01,1.160674852254860001e+00
1.562893500000000024e+01,9.910970822079829823e-01,1.162935012997086126e+00
1.565952000000000055e+01,9.928147659329807917e-01,1.165155282453741448e+00
1.569010500000000086e+01,9.945297842882085959e-01,1.167422805201168812e+00
1.572069000000000116e+01,9.962297224835346965e-01,1.169678423581496096e+00
1.575127499999999969e+01,9.979522498493441640e-01,1.171922427296102631e+00
1.578186000000000000e+01,9.996558181542650745e-01,1.174171773986330436e+00
1.581244500000000031e+01,1.001370818445498578e+00,1.176415893049608696e+00
1.584303000000000061e+01,1.003069926342583962e+00,1.178651858834827593e+00
1.587361500000000092e+01,1.004777907712843810e+00,1.180886179189549967e+00
1.590420000000000122e+01,1.006491136482385862e+00,1.183113439394568811e+00
1.593478499999999976e+01,1.008167708455196321e+00,1.185337943158299767e+00
1.596537000000000006e+01,1.009868076051491315e+00,1.187580781196105884e+00
1.599595500000000037e+01,1.011559763283278457e+00,1.189827602681490237e+00
1.602654000000000067e+01,1.013232608063467266e+00,1.192078290127860818e+00
1.605712499999999920e+01,1.014907745609902268e+00,1.194332337926434784e+00
1.608771000000000129e+01,1.016587049160438294e+00,1.196608306751364426e+00
1.611829499999999982e+01,1.018276993293926402e+00,1.198907136514856475e+00
1.614888000000000190e+01,1.019939131486339745e+00,1.201220280228216364e+00
1.617946500000000043e+01,1.021633645521575096e+00,1.203556590651465363e+00
1.621004999999999896e+01,1.023325317136490886e+00,1.205900473535780781e+00
1.624063500000000104e+01,1.025032563643839101e+00,1.208277381185305366e+00
1.627121999999999957e+01,1.026753722705594729e+00,1.210633347637511514e+00
1.630180500000000166e+01,1.028498251191949153e+00,1.213029348656660789e+00
1.633239000000000019e+01,1.030250355231919102e+00,1.215385019477017492e+00
1.636297500000000227e+01,1.032018505872270620e+00,1.217793167334443094e+00
1.639356000000000080e+01,1.033804738209735508e+00,1.220159593875293824e+00
1.642414499999999933e+01,1.035568933466907371e+00,1.222554221250031770e+00
1.645473000000000141e+01,1.037351852024753329e+00,1.224924896283625220e+00
1.648531499999999994e+01,1.039136792660374953e+00,1.227318557197587978e+00
1.651590000000000202e+01,1.040916948037095668e+00,1.229698702179219172e+00
1.654648500000000055e+01,1.042693729897105293e+00,1.232069497389177259e+00
1.657706999999999908e+01,1.044469864367992606e+00,1.234464285567270059e+00
1.660765500000000117e+01,1.046226182809206762e+00,1.236841528625272302e+00
1.663823999999999970e+01,1.047995478229242883e+00,1.239245008816580285e+00
1.666882500000000178e+01,1.049748450826301083e+00,1.241680029867602508e+00
1.669941000000000031e+01,1.051505923605629889e+00,1.244097587505213820e+00
1.672999499999999884e+01,1.053255871206127514e+00,1.246507605665180041e+00
1.676058000000000092e+01,1.055026783032288806e+00,1.248949060057105154e+00
1.679116499999999945e+01,1.056803958889770190e+00,1.251382967381048150e+00
1.682175000000000153e+01,1.058578596258842985e+00,1.253841423560095425e+00
1.685233500000000006e+01,1.060350883889514151e+00,1.256283682218738651e+00
1.688292000000000215e+01,1.062150732591497615e+00,1.258740856466506131e+00
1.691350500000000068e+01,1.063961512565018364e+00,1.261196929925482380e+00
1.694408999999999921e+01,1.065777336848814594e+00,1.263627522398255376e+00
1.697467500000000129e+01,1.067580100654199837e+00,1.266080868686101146e+00
1.700525999999999982e+01,1.069412990785359563e+00,1.268526325087090401e+00
1.703584500000000190e+01,1.071251428427558050e+00,1.270975348902539270e+00
1.706643000000000043e+01,1.073077517583105989e+00,1.273404474325774194e+00
1.709701499999999896e+01,1.074921004479234554e+00,1.275852813067693381e+00
1.712760000000000105e+01,1.076733130766356572e+00,1.278303399112163508e+00
1.715818499999999958e+01,1.078563358978005926e+00,1.280754475920850233e+00
1.718877000000000166e+01,1.080376645530609858e+00,1.283199983752129292e+00
1.721935500000000019e+01,1.082197005478465091e+00,1.285637523823763617e+00
1.724994000000000227e+01,1.084016211276162434e+00,1.288101764484864908e+00
1.728052500000000080e+01,1.085820288655748644e+00,1.290586725409704538e+00
1.731110999999999933e+01,1.087631644173304490e+00,1.293051220315892369e+00
1.734169500000000141e+01,1.089440671627466051e+00,1.295506164921561121e+00
1.737227999999999994e+01,1.091271326358102423e+00,1.297980443966168185e+00
1.740286500000000203e+01,1.093085451537187724e+00,1.300488330885759325e+00
1.743345000000000056e+01,1.094892205579688804e+00,1.302973920256085494e+00
1.746403499999999909e+01,1.096737226575558832e+00,1.305476717366958361e+00
1.749462000000000117e+01,1.098583860881726215e+00,1.307965680126659036e+00
1.752520499999999970e+01,1.100433592362204394e+00,1.310464505748200725e+00
1.755579000000000178e+01,1.102303824858515746e+00,1.312965901720065887e+00
1.758637500000000031e+01,1.104176465337290081e+00,1.315477572909056647e+00
1.761695999999999884e+01,1.106078438778408612e+00,1.318010488502829869e+00
1.764754500000000093e+01,1.107952812329330960e+00,1.320513917898911149e+00
1.767812999999999946e+01,1.109865168709612604e+00,1.323018990694620811e+00
1.770871500000000154e+01,1.111784243963593655e+00,1.325546601245659595e+00
1.773930000000000007e+01,1.113702606000978479e+00,1.328055744448565889e+00
1.776988500000000215e+01,1.115628268141874102e+00,1.330581342681321333e+00
1.780047000000000068e+01,1.117551181960457996e+00,1.333106729974716576e+00
1.783105499999999921e+01,1.119478483760939502e+00,1.335641851293129845e+00
1.786164000000000129e+01,1.121389958610360393e+00,1.338173387994592289e+00
1.789222499999999982e+01,1.123310160116035572e+00,1.340709083989151784e+00
1.792281000000000191e+01,1.125235221427576704e+00,1.343258435834361997e+00
1.795339500000000044e+01,1.127151961954011794e+00,1.345816971370642046e+00
1.798397999999999897e+01,1.129047730437993335e+00,1.348377474762384898e+00
1.801456500000000105e+01,1.130962695899770054e+00,1.350944477190094695e+00
1.804514999999999958e+01,1.132868607031917163e+00,1.353524624754463446e+00
1.807573500000000166e+01,1.134769977132227936e+00,1.356095839820022908e+00
1.810632000000000019e+01,1.136681731966900033e+00,1.358683210577186662e+00
1.813690500000000227e+01,1.138597186059296051e+00,1.361283047119790757e+00
1.816749000000000080e+01,1.140510302166086287e+00,1.363886304419900330e+00
1.819807499999999933e+01,1.142415847348107194e+00,1.366497985491273548e+00
1.822866000000000142e+01,1.144337453414627337e+00,1.369111119254210029e+00
1.825924499999999995e+01,1.146264913537255792e+00,1.371765532142037669e+00
1.828983000000000203e+01,1.148216437372207022e+00,1.374403530914257932e+00
1.832041500000000056e+01,1.150155038404252483e+00,1.377020030509559234e+00
1.835099999999999909e+01,1.152107698955793680e+00,1.379690031828942676e+00
1.838158500000000117e+01,1.154060613326501894e+00,1.382342992693547545e+00
1.841216999999999970e+01,1.156025826466181794e+00,1.385016209373021168e+00
1.844275500000000179e+01,1.158014710704552197e+00,1.387672449023458210e+00
1.847334000000000032e+01,1.159962547230692254e+00,1.390344026180620807e+00
1.850392500000000240e+01,1.161973636380625230e+00,1.393020586063435262e+00
1.853451000000000093e+01,1.163957849756092289e+00,1.395691397784657894e+00
1.856509499999999946e+01,1.165952004957328647e+00,1.398371110709160980e+00
1.859568000000000154e+01,1.167951289833929707e+00,1.401047050338570132e+00
1.862626500000000007e+01,1.169956373394559712e+00,1.403714183453864228e+00
1.865685000000000215e+01,1.171949155129204279e+00,1.406395243617227786e+00
1.868743500000000068e+01,1.173957227956314409e+00,1.409073315786770308e+00
1.871801999999999921e+01,1.175957647152958252e+00,1.411749859661126649e+00
1.874860500000000130e+01,1.177960701850241820e+00,1.414425885542280215e+00
1.877918999999999983e+01,1.179979344338689895e+00,1.417097471789019014e+00
1.880977500000000191e+01,1.181995456019099278e+00,1.419770658703515265e+00
1.884036000000000044e+01,1.183984067419321828e+00,1.422443604710680543e+00
1.887094499999999897e+01,1.186006467267695763e+00,1.425128959848270149e+00
1.890153000000000105e+01,1.188005522923655022e+00,1.427803911114191360e+00
1.893211499999999958e+01,1.190027248643822144e+00,1.430485496788687527e+00
1.896270000000000167e+01,1.192050860009517432e+00,1.433174721799657547e+00
1.899328500000000020e+01,1.194041307684391651e+00,1.435872108798280866e+00
1.902387000000000228e+01,1.196071913243198503e+00,1.438570311656842238e+00
1.905445500000000081e+01,1.198095388077040857e+00,1.441280771943849182e+00
1.908503999999999934e+01,1.200132584103766886e+00,1.443995757191198770e+00
1.911562500000000142e+01,1.202157318437450773e+00,1.446713299786446472e+00
1.914620999999999995e+01,1.204187983685221619e+00,1.449457456707796910e+00
1.917679500000000203e+01,1.206230099152697521e+00,1.452218252724504666e+00
1.920738000000000056e+01,1.208285937826082845e+00,1.454973715975159676e+00
1.923796499999999909e+01,1.210335697315465753e+00,1.457727856174507508e+00
1.926855000000000118e+01,1.212400949414744300e+00,1.460496583590336295e+00
1.929913499999999971e+01,1.214454229883116465e+00,1.463265500231533345e+00
1.932972000000000179e+01,1.216516996520228044e+00,1.466035312713782401e+00
1.936030500000000032e+01,1.218596329332760186e+00,1.468834208890379633e+00
1.939089000000000240e+01,1.220666002641640491e+00,1.471632121281711392e+00
1.942147500000000093e+01,1.222758616412419341e+00,1.474421865895495509e+00
1.945205999999999946e+01,1.224849864735127358e+00,1.477208610156239832e+00
1.948264500000000155e+01,1.226943254751366119e+00,1.480013050214948445e+00
1.951323000000000008e+01,1.229034705558788243e+00,1.482841018324273064e+00
1.954381500000000216e+01,1.231136059552320416e+00,1.485647426273159377e+00
1.957440000000000069e+01,1.233236306507235147e+00,1.488445075710393528e+00
1.960498499999999922e+01,1.235348036671233940e+00,1.491265970316736356e+00
1.963557000000000130e+01,1.237460552991224594e+00,1.494077106384169795e+00
1.966615499999999983e+01,1.239568066074163477e+00,1.496875765327450258e+00
1.969674000000000191e+01,1.241679460350638475e+00,1.499708140117475219e+00
1.972732500000000044e+01,1.243797645117661554e+00,1.502523789536222010e+00
1.975790999999999897e+01,1.245921370000947048e+00,1.505359657965540388e+00
1.978849500000000106e+01,1.248043793165387827e+00,1.508191473495792634e+00
1.981907999999999959e+01,1.250175063298172518e+00,1.511028856878506188e+00
1.984966500000000167e+01,1.252301800384854724e+00,1.513874616322209654e+00
1.988025000000000020e+01,1.254445570805824417e+00,1.516727864890610400e+00
1.991083500000000228e+01,1.256573544394247399e+00,1.519590016284039224e+00
1.994142000000000081e+01,1.258732913437059064e+00,1.522457963723309771e+00
1.997200499999999934e+01,1.260875565781382823e+00,1.525335353502266234e+00
2.000259000000000142e+01,1.263020251989438458e+00,1.528215980135972485e+00
2.003317499999999995e+01,1.265176719107439451e+00,1.531105957383661842e+00
2.006376000000000204e+01,1.267342437083344597e+00,1.534004080920361002e+00
2.009434500000000057e+01,1.269503446887513931e+00,1.536938641677451978e+00
2.012492999999999910e+01,1.271685271147384944e+00,1.539822013209688700e+00
2.015551500000000118e+01,1.273845504649514071e+00,1.542772349801118548e+00
2.018609999999999971e+01,1.276034088879191009e+00,1.545693034122882947e+00
2.021668500000000179e+01,1.278209879043198161e+00,1.548602641412724745e+00
2.024727000000000032e+01,1.280405250276960505e+00,1.551556185793411036e+00
2.027785500000000241e+01,1.282583634216500235e+00,1.554500468359074183e+00
2.030844000000000094e+01,1.284773569363605983e+00,1.557442069588762523e+00
2.033902499999999947e+01,1.286984525120856704e+00,1.560380747036271387e+00
2.036961000000000155e+01,1.289173238682595590e+00,1.563326572896642119e+00
2.040019500000000008e+01,1.291366171542769781e+00,1.566281142405280269e+00
2.043078000000000216e+01,1.293571080210721647e+00,1.569213861130766663e+00
2.046136500000000069e+01,1.295762543674277012e+00,1.572168281898559616e+00
2.049194999999999922e+01,1.297960265677153391e+00,1.575122651293477727e+00
2.052253500000000130e+01,1.300180522457603516e+00,1.578069969999382760e+00
2.055311999999999983e+01,1.302393156935796492e+00,1.581035969459949397e+00
2.058370500000000192e+01,1.304606618739627688e+00,1.583983808104582280e+00
2.061429000000000045e+01,1.306815741688968524e+00,1.586954893747397399e+00
2.064487499999999898e+01,1.309039359962516302e+00,1.589912722048840710e+00
2.067546000000000106e+01,1.311264841868952535e+00,1.592885859572813034e+00
2.070604499999999959e+01,1.313490553530197502e+00,1.595871417440478002e+00
2.073663000000000167e+01,1.315730519854464653e+00,1.598842924939012811e+00
2.076721500000000020e+01,1.317970976559941887e+00,1.601835654360560968e+00
2.079780000000000229e+01,1.320218085599802915e+00,1.604832762421676717e+00
2.082838500000000082e+01,1.322463834739930233e+00,1.607838328647879234e+00
2.085896999999999935e+01,1.324720077832255649e+00,1.610853077437788050e+00
2.088955500000000143e+01,1.326981931551810101e+00,1.613865007181932043e+00
2.092013999999999996e+01,1.329256879551207859e+00,1.616893697458886114e+00
2.095072500000000204e+01,1.331518104869168440e+00,1.619930742429884329e+00
2.098131000000000057e+01,1.333785935536790479e+00,1.622965578170989742e+00
2.101189499999999910e+01,1.336082855088791765e+00,1.626019337959608846e+00
2.104248000000000118e+01,1.338356749580685845e+00,1.629072828919170268e+00
2.107306499999999971e+01,1.340638576468190069e+00,1.632142446701962291e+00
2.110365000000000180e+01,1.342937346489902595e+00,1.635213039602188667e+00
2.113423500000000033e+01,1.345228402846161631e+00,1.638286070598222066e+00
2.116482000000000241e+01,1.347541688377217106e+00,1.641375351994356580e+00
2.119540500000000094e+01,1.349840715994895302e+00,1.644470392562641381e+00
2.122598999999999947e+01,1.352140442784821595e+00,1.647567186819445917e+00
2.125657500000000155e+01,1.354461791354157230e+00,1.650667657160548085e+00
2.128716000000000008e+01,1.356779012706686993e+00,1.653769250638754684e+00
2.131774500000000216e+01,1.359101834440629597e+00,1.656885102158040191e+00
2.134833000000000069e+01,1.361423904147892605e+00,1.659991259310321654e+00
2.137891499999999922e+01,1.363749321307839990e+00,1.663110942174788054e+00
2.140950000000000131e+01,1.366069656247265174e+00,1.666231583016151374e+00
2.144008499999999984e+01,1.368412137454576127e+00,1.669361268579532931e+00
2.147067000000000192e+01,1.370743077104807472e+00,1.672483509676082392e+00
2.150125500000000045e+01,1.373075318909302123e+00,1.675618591451194073e+00
2.153184000000000253e+01,1.375429239129575709e+00,1.678751754186166290e+00
2.156242500000000106e+01,1.377788042198383911e+00,1.681884062282098746e+00
2.159300999999999959e+01,1.380132063143384435e+00,1.685026767781625745e+00
2.162359500000000168e+01,1.382488161532381854e+00,1.688171551636420631e+00
2.165418000000000021e+01,1.384838977946286631e+00,1.691324928946999151e+00
2.168476500000000229e+01,1.387225646076449159e+00,1.694478067495787110e+00
2.171535000000000082e+01,1.389579600819314420e+00,1.697639606658912781e+00
2.174593499999999935e+01,1.391952983689702883e+00,1.700796472027159112e+00
2.177652000000000143e+01,1.394338764790481688e+00,1.703973138644216068e+00
2.180710499999999996e+01,1.396720228116595131e+00,1.707149431251996363e+00
2.183769000000000204e+01,1.399103035221354929e+00,1.710318905046789517e+00
2.186827500000000057e+01,1.401489987741202592e+00,1.713519503783849096e+00
2.189885999999999910e+01,1.403889981463087189e+00,1.716702572538043148e+00
2.192944500000000119e+01,1.406287332476484853e+00,1.719903387540345552e+00
2.196002999999999972e+01,1.408682360203307615e+00,1.723107736987971039e+00
2.199061500000000180e+01,1.411107353089574801e+00,1.726304308708251245e+00
2.202120000000000033e+01,1.413506342659749837e+00,1.729528024054886481e+00
2.205178500000000241e+01,1.415919829382015438e+00,1.732738602698334018e+00
2.208237000000000094e+01,1.418345581213523277e+00,1.735971013757120485e+00
2.211295499999999947e+01,1.420774919780782852e+00,1.739200453477890651e+00
2.214354000000000156e+01,1.423193572038164989e+00,1.742447499523587906e+00
2.217412500000000009e+01,1.425623657986053061e+00,1.745688527225181419e+00
2.220471000000000217e+01,1.428065319681213197e+00,1.748938213166802091e+00
2.223529500000000070e+01,1.430518285117609700e+00,1.752203013057608505e+00
2.226587999999999923e+01,1.432962843035630263e+00,1.755454784577924476e+00
2.229646500000000131e+01,1.435407572815060151e+00,1.758732892086608324e+00
2.232704999999999984e+01,1.437858005565309405e+00,1.762010483766267566e+00
2.235763500000000192e+01,1.440312945221474017e+00,1.765297786822484394e+00
2.238822000000000045e+01,1.442787520917543587e+00,1.768582621823834744e+00
2.241880500000000254e+01,1.445248000793772025e+00,1.771877903865665127e+00
2.244939000000000107e+01,1.447712606450369366e+00,1.775183255569212415e+00
2.247997499999999960e+01,1.450193427886494968e+00,1.778484952604608704e+00
2.251056000000000168e+01,1.452665748730794792e+00,1.781794552709638380e+00
2.254114500000000021e+01,1.455146398689264764e+00,1.785124201195175342e+00
2.257173000000000229e+01,1.457645483958021515e+00,1.788459039397391370e+00
2.260231500000000082e+01,1.460130070743688391e+00,1.791769879687041156e+00
2.263289999999999935e+01,1.462609363253974948e+00,1.795108627893330366e+00
2.266348500000000143e+01,1.465121083252101997e+00,1.798487104487297650e+00
2.269406999999999996e+01,1.467626138058687690e+00,1.801828387904793383e+00
2.272465500000000205e+01,1.470129849363957408e+00,1.805186040094557187e+00
2.275524000000000058e+01,1.472638325258585290e+00,1.808530873652473669e+00
2.278582499999999911e+01,1.475164057049387356e+00,1.811927668587421936e+00
2.281641000000000119e+01,1.477668977592772492e+00,1.815315186133138914e+00
2.284699499999999972e+01,1.480201671715213774e+00,1.818697120062732209e+00
2.287758000000000180e+01,1.482712082656494568e+00,1.822086792383401876e+00
2.290816500000000033e+01,1.485255764168369907e+00,1.825489160252991461e+00
2.293875000000000242e+01,1.487791769011501009e+00,1.828862772139062898e+00
2.296933500000000095e+01,1.490338494407563497e+00,1.832273854098922961e+00
2.299991999999999948e+01,1.492886552287855162e+00,1.835687304126553343e+00
2.303050500000000156e+01,1.495431753737399783e+00,1.839108906867508830e+00
2.306109000000000009e+01,1.497999020643733692e+00,1.842536067496923113e+00
2.309167500000000217e+01,1.500560304828340463e+00,1.845955651401706588e+00
2.312226000000000070e+01,1.503120642093375148e+00,1.849387002333972463e+00
2.315284499999999923e+01,1.505689919078261108e+00,1.852831485483681373e+00
2.318343000000000131e+01,1.508273009608484871e+00,1.856271647550169934e+00
2.321401499999999984e+01,1.510841503854033929e+00,1.859710614996371136e+00
2.324460000000000193e+01,1.513431843739120763e+00,1.863159264222483458e+00
2.327518500000000046e+01,1.516033679410219603e+00,1.866615709464045203e+00
2.330577000000000254e+01,1.518608320185890426e+00,1.870065064481595263e+00
2.333635500000000107e+01,1.521210524365521177e+00,1.873537994898247350e+00
2.336693999999999960e+01,1.523814350667202833e+00,1.877008277976453865e+00
2.339752500000000168e+01,1.526407666652335848e+00,1.880486583122115141e+00
2.342811000000000021e+01,1.529028658316664124e+00,1.883950473735921616e+00
2.345869500000000230e+01,1.531635689504233788e+00,1.887432414130786995e+00
2.348928000000000083e+01,1.534246475006837862e+00,1.890921157622665660e+00
2.351986499999999936e+01,1.536877862597676447e+00,1.894417704225614063e+00
2.355045000000000144e+01,1.539493674534815781e+00,1.897919274044831406e+00
2.358103499999999997e+01,1.542124061132871482e+00,1.901428429716869539e+00
2.361162000000000205e+01,1.544761880474212923e+00,1.904932833318701446e+00
2.364220500000000058e+01,1.547407606958042470e+00,1.908464439929686618e+00
2.367278999999999911e+01,1.550048326108416585e+00,1.911987657562017828e+00
2.370337500000000119e+01,1.552691663088337615e+00,1.915503527150862029e+00
2.373395999999999972e+01,1.555352331886020512e+00,1.919066617062147984e+00
2.376454500000000181e+01,1.558001235582955113e+00,1.922589721789162098e+00
2.379513000000000034e+01,1.560676905863863650e+00,1.926155983757920298e+00
2.382571500000000242e+01,1.563340976054975018e+00,1.929739890822796955e+00
2.385630000000000095e+01,1.566015193663675920e+00,1.933300610887145776e+00
2.388688499999999948e+01,1.568693443823885092e+00,1.936883275123668868e+00
2.391747000000000156e+01,1.571377697701051623e+00,1.940478929073318870e+00
2.394805500000000009e+01,1.574069496654816103e+00,1.944084788004608155e+00
2.397864000000000217e+01,1.576771769991748062e+00,1.947685578194232825e+00
2.400922500000000070e+01,1.579467316324420390e+00,1.951308468815668995e+00
2.403980999999999923e+01,1.582159188295253482e+00,1.954938505376155655e+00
2.407039500000000132e+01,1.584889184374636883e+00,1.958581392170238855e+00
2.410097999999999985e+01,1.587586265385149131e+00,1.962219886809622116e+00
2.413156500000000193e+01,1.590316138678052438e+00,1.965874201901279150e+00
2.416215000000000046e+01,1.593050292539783142e+00,1.969532894904693965e+00
2.419273500000000254e+01,1.595771639133754194e+00,1.973204197870466636e+00
2.422332000000000107e+01,1.598500140309127904e+00,1.976883878623197255e+00
2.425390499999999960e+01,1.601242311588877643e+00,1.980557788942073350e+00
2.428449000000000169e+01,1.603979349399275334e+00,1.984249062384635165e+00
2.431507500000000022e+01,1.606726531966013338e+00,1.987944566566773874e+00
2.434566000000000230e+01,1.609478663810479437e+00,1.991635508856108849e+00
2.437624500000000083e+01,1.612234004847867164e+00,1.995351522477876838e+00
2.440682999999999936e+01,1.614980882486402036e+00,1.999063686056695044e+00
2.443741500000000144e+01,1.617746253671441314e+00,2.002780436913548900e+00
2.446799999999999997e+01,1.620507558888316213e+00,2.006500090376487577e+00
2.449858500000000205e+01,1.623273363123982627e+00,2.010222732086345054e+00
2.452917000000000058e+01,1.626057533400004695e+00,2.013957121432515596e+00
2.455975499999999911e+01,1.628822245322929518e+00,2.017683864720299702e+00
2.459034000000000120e+01,1.631613726043372514e+00,2.021428753922594357e+00
2.462092499999999973e+01,1.634385603303317724e+00,2.025164842284981948e+00
2.465151000000000181e+01,1.637184124904181415e+00,2.028911746306311326e+00
2.468209500000000034e+01,1.639973291850515213e+00,2.032668290493019114e+00
2.471268000000000242e+01,1.642756460955419051e+00,2.036412174496377681e+00
2.474326500000000095e+01,1.645549158184592242e+00,2.040172270762335760e+00
2.477384999999999948e+01,1.648351531971723238e+00,2.043935498317343225e+00
2.480443500000000157e+01,1.651161570985127280e+00,2.047705467187412420e+00
2.483502000000000010e+01,1.653983938516627950e+00,2.051480389238872881e+00
2.486560500000000218e+01,1.656802090419265072e+00,2.055258518541604573e+00
2.489619000000000071e+01,1.659632264502232779e+00,2.059035331236553468e+00
2.492677499999999924e+01,1.662466220273028705e+00,2.062820827185460448e+00
2.495736000000000132e+01,1.665301355443611131e+00,2.066622595952180230e+00
2.498794499999999985e+01,1.668153914393386339e+00,2.070434844215619741e+00
2.501853000000000193e+01,1.671009588243965061e+00,2.074232044670127451e+00
2.504911500000000046e+01,1.673867616167766359e+00,2.078052806640353634e+00
2.507970000000000255e+01,1.676724665748301923e+00,2.081870647402156660e+00
2.511028500000000108e+01,1.679601065823065564e+00,2.085709507381953376e+00
2.514086999999999961e+01,1.682477155889963605e+00,2.089547702414562558e+00
2.517145500000000169e+01,1.685355401067445857e+00,2.093404065470224840e+00
2.520204000000000022e+01,1.688231879393526480e+00,2.097257960369865337e+00
2.523262500000000230e+01,1.691127414589038480e+00,2.101128648092585482e+00
2.526321000000000083e+01,1.694024499534065198e+00,2.105011180115405445e+00
2.529379499999999936e+01,1.696931815706568925e+00,2.108904687442950454e+00
2.532438000000000144e+01,1.699844337881684320e+00,2.112800684456058065e+00
2.535496499999999997e+01,1.702756601644960455e+00,2.116708123246030304e+00
2.538555000000000206e+01,1.705672110247778095e+00,2.120633352176485520e+00
2.541613500000000059e+01,1.708593680018234862e+00,2.124559976938716677e+00
2.544671999999999912e+01,1.711526807898467117e+00,2.128499300190186627e+00
2.547730500000000120e+01,1.714466101325936354e+00,2.132454898642222485e+00
2.550788999999999973e+01,1.717397026605935517e+00,2.136423421884081186e+00
2.553847500000000181e+01,1.720323396244460845e+00,2.140389166447177693e+00
2.556906000000000034e+01,1.723274913187154089e+00,2.144371775713292738e+00
2.559964500000000243e+01,1.726231887816805921e+00,2.148358861341779669e+00
2.563023000000000096e+01,1.729186802020041380e+00,2.152362190825274801e+00
2.566081499999999949e+01,1.732146721078388518e+00,2.156365986337097862e+00
2.569140000000000157e+01,1.735108686283791446e+00,2.160374396997746693e+00
2.572198500000000010e+01,1.738075095878333087e+00,2.164396195485200014e+00
2.575257000000000218e+01,1.741052311382128792e+00,2.168433164680030334e+00
2.578315500000000071e+01,1.744036157131599429e+00,2.172467022304910955e+00
2.581373999999999924e+01,1.747002764588823975e+00,2.176508697451927876e+00
2.584432500000000132e+01,1.749988852907016446e+00,2.180556107760739160e+00
2.587490999999999985e+01,1.752974968094794361e+00,2.184604241992341489e+00
2.590549500000000194e+01,1.755959237635513981e+00,2.188669649169855180e+00
2.593608000000000047e+01,1.758968655820883020e+00,2.192732345863307231e+00
2.596666500000000255e+01,1.761979802892258196e+00,2.196786611316307258e+00
2.599725000000000108e+01,1.764966327044437788e+00,2.200861072508243144e+00
2.602783499999999961e+01,1.767995214026978346e+00,2.204942299360586500e+00
2.605842000000000169e+01,1.770993360677645789e+00,2.209018886604984910e+00
2.608900500000000022e+01,1.774028606564698185e+00,2.213097803537034114e+00
2.611959000000000231e+01,1.777050759162864146e+00,2.217191289620355388e+00
2.615017500000000084e+01,1.780072748795304527e+00,2.221287961039188907e+00
2.618075999999999937e+01,1.783115008205613528e+00,2.225378446065140015e+00
2.621134500000000145e+01,1.786158989835502808e+00,2.229489208878169926e+00
2.624192999999999998e+01,1.789202222011166299e+00,2.233593585451692842e+00
2.627251500000000206e+01,1.792268680897295852e+00,2.237708346117286862e+00
2.630310000000000059e+01,1.795324395421513008e+00,2.241822194853975603e+00
2.633368500000000267e+01,1.798396100327597003e+00,2.245957485326477432e+00
2.636427000000000120e+01,1.801463212965102478e+00,2.250090378861723028e+00
2.639485499999999973e+01,1.804537099927819188e+00,2.254234216686922920e+00
2.642544000000000182e+01,1.807609140702830075e+00,2.258383043060249395e+00
2.645602500000000035e+01,1.810696343359513127e+00,2.262537729770031980e+00
2.648661000000000243e+01,1.813787134880115115e+00,2.266721032425086158e+00
2.651719500000000096e+01,1.816888636267123047e+00,2.270896449526964567e+00
2.654777999999999949e+01,1.820001007463849740e+00,2.275089702925556789e+00
2.657836500000000157e+01,1.823106357681251621e+00,2.279289993026976990e+00
2.660895000000000010e+01,1.826226843961440638e+00,2.283512481784161885e+00
2.663953500000000219e+01,1.829353013663694849e+00,2.287731708043279077e+00
