t,u_nominal control,u_SAA control
2.936160000000000103e+00,1.255671009296634407e-07,3.445429152633602194e-06
2.966744999999999965e+00,1.257463625813290972e-07,3.439090128566977181e-06
2.997330000000000272e+00,1.259290612082897942e-07,3.432888107290107453e-06
3.027915000000000134e+00,1.261152348551871910e-07,3.426825681773760194e-06
3.058499999999999996e+00,1.263049217481313650e-07,3.420905390714939434e-06
3.089085000000000303e+00,1.264981602985245566e-07,3.415129720008871769e-06
3.119670000000000165e+00,1.266949891071148571e-07,3.409501104258254322e-06
3.150255000000000027e+00,1.268954469682799720e-07,3.404021928317654153e-06
3.180839999999999890e+00,1.270995728745458239e-07,3.398694528871823712e-06
3.211425000000000196e+00,1.273074060213405518e-07,3.393521196042269075e-06
3.242010000000000058e+00,1.275189858119881142e-07,3.388504175022728692e-06
3.272594999999999921e+00,1.277343518629427673e-07,3.383645667741045249e-06
3.303180000000000227e+00,1.279535440092671715e-07,3.378947834541351081e-06
3.333765000000000089e+00,1.281766023103569308e-07,3.374412795889766792e-06
3.364349999999999952e+00,1.284035670559135519e-07,3.370042634098037492e-06
3.394935000000000258e+00,1.286344787721682040e-07,3.365839395064648835e-06
3.425520000000000120e+00,1.288693782283585825e-07,3.361805090030661092e-06
3.456104999999999983e+00,1.291083064434617358e-07,3.357941697348309714e-06
3.486690000000000289e+00,1.293513046931846282e-07,3.354251164264326051e-06
3.517275000000000151e+00,1.295984145172148742e-07,3.350735408711903311e-06
3.547860000000000014e+00,1.298496777267343181e-07,3.347396321109802594e-06
3.578445000000000320e+00,1.301051364121977342e-07,3.344235766176630120e-06
3.609030000000000182e+00,1.303648329513790311e-07,3.341255584741733959e-06
3.639615000000000045e+00,1.306288100176875272e-07,3.338457595571634910e-06
3.670200000000000351e+00,1.308971105887566795e-07,3.335843597194516845e-06
3.700785000000000213e+00,1.311697779553076479e-07,3.333415369732495759e-06
3.731370000000000076e+00,1.314468557302912161e-07,3.331174676737837707e-06
3.761954999999999938e+00,1.317283878583093655e-07,3.329123267027492824e-06
3.792540000000000244e+00,1.320144186253204994e-07,3.327262876526145428e-06
3.823125000000000107e+00,1.323049926686305668e-07,3.325595230104689284e-06
3.853709999999999969e+00,1.326001549871724960e-07,3.324122043426180487e-06
3.884295000000000275e+00,1.328999509520789388e-07,3.322845024789794306e-06
3.914880000000000138e+00,1.332044263175485653e-07,3.321765876974920093e-06
3.945465000000000000e+00,1.335136272320117579e-07,3.320886299091012633e-06
3.976050000000000306e+00,1.338276002495968965e-07,3.320207988423230346e-06
4.006635000000000169e+00,1.341463923419033750e-07,3.319732642282439950e-06
4.037220000000000475e+00,1.344700509100819060e-07,3.319461959856597126e-06
4.067804999999999893e+00,1.347986237972277777e-07,3.319397644061167493e-06
4.098390000000000200e+00,1.351321593010914299e-07,3.319541403395860099e-06
4.128975000000000506e+00,1.354707061871086266e-07,3.319894953801382509e-06
4.159559999999999924e+00,1.358143137017555454e-07,3.320460020515810496e-06
4.190145000000000231e+00,1.361630315862339708e-07,3.321238339942816614e-06
4.220730000000000537e+00,1.365169100904897956e-07,3.322231661517239512e-06
4.251314999999999955e+00,1.368759999875703086e-07,3.323441749575286095e-06
4.281900000000000261e+00,1.372403525883255367e-07,3.324870385237059707e-06
4.312485000000000568e+00,1.376100197564587767e-07,3.326519368287080849e-06
4.343069999999999986e+00,1.379850539239315561e-07,3.328390519069575489e-06
4.373655000000000292e+00,1.383655081067290349e-07,3.330485680388020988e-06
4.404239999999999711e+00,1.387514359209919856e-07,3.332806719414358783e-06
4.434825000000000017e+00,1.391428915995211774e-07,3.335355529611347523e-06
4.465410000000000323e+00,1.395399300086611253e-07,3.338134032664075587e-06
4.495994999999999742e+00,1.399426066655698212e-07,3.341144180427083159e-06
4.526580000000000048e+00,1.403509777558816207e-07,3.344387956883854789e-06
4.557165000000000354e+00,1.407651001517702739e-07,3.347867380121740233e-06
4.587749999999999773e+00,1.411850314304210726e-07,3.351584504328712660e-06
4.618335000000000079e+00,1.416108298929188115e-07,3.355541421802796766e-06
4.648920000000000385e+00,1.420425545835605633e-07,3.359740264985226947e-06
4.679504999999999804e+00,1.424802653096021602e-07,3.364183208517834846e-06
4.710090000000000110e+00,1.429240226614474365e-07,3.368872471319854709e-06
4.740675000000000416e+00,1.433738880332892564e-07,3.373810318692101458e-06
4.771259999999999835e+00,1.438299236442135783e-07,3.378999064452554624e-06
4.801845000000000141e+00,1.442921925597748928e-07,3.384441073094302684e-06
4.832430000000000447e+00,1.447607587140559518e-07,3.390138761983354695e-06
4.863014999999999866e+00,1.452356869322211056e-07,3.396094603581660053e-06
4.893600000000000172e+00,1.457170429535761136e-07,3.402311127716092919e-06
4.924185000000000478e+00,1.462048934551462855e-07,3.408790923876240423e-06
4.954769999999999897e+00,1.466993060757848125e-07,3.415536643558498158e-06
4.985355000000000203e+00,1.472003494408257672e-07,3.422551002653512587e-06
5.015940000000000509e+00,1.477080931872940275e-07,3.429836783876169494e-06
5.046524999999999928e+00,1.482226079896875565e-07,3.437396839248472010e-06
5.077110000000000234e+00,1.487439655863453266e-07,3.445234092627992835e-06
5.107695000000000540e+00,1.492722388064176161e-07,3.453351542298566010e-06
5.138279999999999959e+00,1.498075015974537135e-07,3.461752263609628871e-06
5.168865000000000265e+00,1.503498290536237845e-07,3.470439411684552308e-06
5.199450000000000571e+00,1.508992974445923198e-07,3.479416224182624616e-06
5.230034999999999989e+00,1.514559842450606586e-07,3.488686024138668892e-06
5.260620000000000296e+00,1.520199681649966948e-07,3.498252222866217120e-06
5.291205000000000602e+00,1.525913291805720408e-07,3.508118322937932391e-06
5.321790000000000020e+00,1.531701485658266862e-07,3.518287921241242147e-06
5.352375000000000327e+00,1.537565089250797876e-07,3.528764712121763839e-06
5.382960000000000633e+00,1.543504942261106487e-07,3.539552490604528460e-06
5.413545000000000051e+00,1.549521898341307503e-07,3.550655155713769895e-06
5.444130000000000358e+00,1.555616825465706523e-07,3.562076713883711882e-06
5.474714999999999776e+00,1.561790606287056963e-07,3.573821282467933506e-06
5.505300000000000082e+00,1.568044138501450473e-07,3.585893093356141866e-06
5.535885000000000389e+00,1.574378335222101980e-07,3.598296496700505481e-06
5.566469999999999807e+00,1.580794125362310763e-07,3.611035964751556073e-06
5.597055000000000113e+00,1.587292454027846608e-07,3.624116095822086767e-06
5.627640000000000420e+00,1.593874282919092991e-07,3.637541618375887698e-06
5.658224999999999838e+00,1.600540590743204582e-07,3.651317395238894401e-06
5.688810000000000144e+00,1.607292373636626066e-07,3.665448427964438597e-06
5.719395000000000451e+00,1.614130645598269031e-07,3.679939861332434367e-06
5.749979999999999869e+00,1.621056438933706634e-07,3.694796988006538939e-06
5.780565000000000175e+00,1.628070804710717445e-07,3.710025253343632447e-06
5.811150000000000482e+00,1.635174813226549324e-07,3.725630260380645205e-06
5.841734999999999900e+00,1.642369554487272040e-07,3.741617774985557339e-06
5.872320000000000206e+00,1.649656138699626539e-07,3.757993731200372080e-06
5.902905000000000513e+00,1.657035696775736409e-07,3.774764236769653226e-06
5.933489999999999931e+00,1.664509380851162227e-07,3.791935578871769862e-06
5.964075000000000237e+00,1.672078364816669115e-07,3.809514230064994389e-06
5.994660000000000544e+00,1.679743844864215963e-07,3.827506854444346572e-06
6.025244999999999962e+00,1.687507040047605486e-07,3.845920314041729599e-06
6.055830000000000268e+00,1.695369192858278687e-07,3.864761675458655457e-06
6.086415000000000575e+00,1.703331569816800879e-07,3.884038216756836780e-06
6.116999999999999993e+00,1.711395462080524446e-07,3.903757434615461094e-06
6.147585000000000299e+00,1.719562186067982086e-07,3.923927051764729093e-06
6.178170000000000606e+00,1.727833084100615124e-07,3.944555024715180206e-06
6.208755000000000024e+00,1.736209525062376596e-07,3.965649551789155666e-06
6.239340000000000330e+00,1.744692905077866882e-07,3.987219081479925261e-06
6.269925000000000637e+00,1.753284648209609116e-07,4.009272321142456287e-06
6.300510000000000055e+00,1.761986207175154948e-07,4.031818246042031890e-06
6.331095000000000361e+00,1.770799064084684548e-07,4.054866108773362477e-06
6.361679999999999779e+00,1.779724731199834303e-07,4.078425449067753405e-06
6.392265000000000086e+00,1.788764751714506874e-07,4.102506104014345578e-06
6.422850000000000392e+00,1.797920700558408740e-07,4.127118218706060898e-06
6.453434999999999810e+00,1.807194185224147429e-07,4.152272257342610096e-06
6.484020000000000117e+00,1.816586846618739711e-07,4.177979014803965515e-06
6.514605000000000423e+00,1.826100359940349725e-07,4.204249628722511002e-06
6.545189999999999841e+00,1.835736435581245692e-07,4.231095592088192356e-06
6.575775000000000148e+00,1.845496820057842881e-07,4.258528766391000918e-06
6.606360000000000454e+00,1.855383296968879457e-07,4.286561395353830652e-06
6.636944999999999872e+00,1.865397687982714379e-07,4.315206119276760878e-06
6.667530000000000179e+00,1.875541853854831814e-07,4.344475990013721101e-06
6.698115000000000485e+00,1.885817695476662746e-07,4.374384486640742142e-06
6.728699999999999903e+00,1.896227154956878648e-07,4.404945531813666681e-06
6.759285000000000210e+00,1.906772216736374828e-07,4.436173508909527056e-06
6.789870000000000516e+00,1.917454908738193102e-07,4.468083279921711244e-06
6.820454999999999934e+00,1.928277303553699048e-07,4.500690204223475662e-06
6.851040000000000241e+00,1.939241519666392157e-07,4.534010158176841762e-06
6.881625000000000547e+00,1.950349722714768159e-07,4.568059555701672218e-06
6.912209999999999965e+00,1.961604126795707648e-07,4.602855369798784045e-06
6.942795000000000272e+00,1.973006995809986600e-07,4.638415155125953323e-06
6.973380000000000578e+00,1.984560644851491660e-07,4.674757071636806499e-06
7.003964999999999996e+00,1.996267441641825031e-07,4.711899909414465219e-06
7.034550000000000303e+00,2.008129808012136991e-07,4.749863114680963526e-06
7.065135000000000609e+00,2.020150221433914546e-07,4.788666817127273271e-06
7.095720000000000027e+00,2.032331216600768075e-07,4.828331858587132058e-06
7.126305000000000334e+00,2.044675387063145629e-07,4.868879823161864879e-06
7.156890000000000640e+00,2.057185386918132157e-07,4.910333068858126871e-06
7.187475000000000058e+00,2.069863932556492814e-07,4.952714760878677462e-06
7.218060000000000365e+00,2.082713804469281215e-07,4.996048906571227434e-06
7.248645000000000671e+00,2.095737849116418462e-07,5.040360392242787969e-06
7.279230000000000089e+00,2.108938980859713920e-07,5.085675021866003296e-06
7.309815000000000396e+00,2.122320183963030553e-07,5.132019557847064982e-06
7.340400000000000702e+00,2.135884514662265629e-07,5.179421763958001228e-06
7.370985000000000120e+00,2.149635103308107435e-07,5.227910450560835719e-06
7.401570000000000427e+00,2.163575156584474127e-07,5.277515522291617410e-06
7.432154999999999845e+00,2.177707959805926483e-07,5.328268028325823022e-06
7.462740000000000151e+00,2.192036879297249736e-07,5.380200215443154298e-06
7.493325000000000458e+00,2.206565364858710153e-07,5.433345583984198924e-06
7.523909999999999876e+00,2.221296952320623543e-07,5.487738946987888199e-06
7.554495000000000182e+00,2.236235266191056644e-07,5.543416492623108191e-06
7.585080000000000489e+00,2.251384022400582328e-07,5.600415850195709813e-06
7.615664999999999907e+00,2.266747031148354772e-07,5.658776159947992871e-06
7.646250000000000213e+00,2.282328199853871052e-07,5.718538146886757585e-06
7.676835000000000520e+00,2.298131536219001069e-07,5.779744198922489540e-06
7.707419999999999938e+00,2.314161151405139310e-07,5.842438449637834645e-06
7.738005000000000244e+00,2.330421263330592414e-07,5.906666865958982857e-06
7.768590000000000551e+00,2.346916200093479013e-07,5.972477341083454621e-06
7.799174999999999969e+00,2.363650403525796601e-07,6.039919793077567558e-06
7.829760000000000275e+00,2.380628432884525358e-07,6.109046269447864752e-06
7.860345000000000582e+00,2.397854968685963137e-07,6.179911058218359159e-06
7.890930000000000000e+00,2.415334816689829630e-07,6.252570805891373368e-06
7.921515000000000306e+00,2.433072912039941670e-07,6.327084642857708036e-06
7.952100000000000612e+00,2.451074323568729846e-07,6.403514316743500557e-06
7.982685000000000031e+00,2.469344258273156739e-07,6.481924334337203931e-06
8.013270000000000337e+00,2.487888065969988826e-07,6.562382112683437390e-06
8.043855000000000643e+00,2.506711244138955640e-07,6.644958140078296439e-06
8.074440000000000950e+00,2.525819442962524866e-07,6.729726147700372795e-06
8.105024999999999480e+00,2.545218470571704972e-07,6.816763292668585909e-06
8.135609999999999786e+00,2.564914298507803647e-07,6.906150353470297945e-06
8.166195000000000093e+00,2.584913067410360449e-07,6.997971938711623101e-06
8.196780000000000399e+00,2.605221092942384738e-07,7.092316710166894819e-06
8.227365000000000705e+00,2.625844871964391004e-07,7.189277621433771460e-06
8.257950000000001012e+00,2.646791088969448453e-07,7.288952173282933620e-06
8.288534999999999542e+00,2.668066622792201292e-07,7.391442687181327331e-06
8.319119999999999848e+00,2.689678553605415396e-07,7.496856598488211644e-06
8.349705000000000155e+00,2.711634170218499112e-07,7.605306770883889517e-06
8.380290000000000461e+00,2.733940977693307775e-07,7.716911833915741518e-06
8.410875000000000767e+00,2.756606705293161462e-07,7.831796545567483049e-06
8.441460000000001074e+00,2.779639314782324210e-07,7.950092182111902510e-06
8.472044999999999604e+00,2.803047009093870043e-07,8.071936957540744856e-06
8.502629999999999910e+00,2.826838241385058106e-07,8.197476475116165671e-06
8.533215000000000217e+00,2.851021724500544620e-07,8.326864214223105777e-06
8.563800000000000523e+00,2.875606440864765273e-07,8.460262055355009526e-06
8.594385000000000829e+00,2.900601652826310263e-07,8.597840846836147957e-06
8.624970000000001136e+00,2.926016913478412855e-07,8.739781017449161894e-06
8.655554999999999666e+00,2.951862077981127614e-07,8.886273238711805470e-06
8.686139999999999972e+00,2.978147315412344662e-07,9.037519142045973198e-06
8.716725000000000279e+00,3.004883121176583596e-07,9.193732095788717079e-06
8.747310000000000585e+00,3.032080330002169843e-07,9.355138048148436137e-06
8.777895000000000891e+00,3.059750129559313170e-07,9.521976442139521937e-06
8.808479999999999421e+00,3.087904074733845276e-07,9.694501210416315890e-06
8.839064999999999728e+00,3.116554102593520640e-07,9.872981857402429484e-06
8.869650000000000034e+00,3.145712548085881730e-07,1.005770463800349439e-05
8.900235000000000340e+00,3.175392160509812569e-07,1.024897384295568549e-05
8.930820000000000647e+00,3.205606120804939675e-07,1.044711320207676631e-05
8.961405000000000953e+00,3.236368059706656733e-07,1.065246741767086020e-05
8.991989999999999483e+00,3.267692076817072459e-07,1.086540384297616518e-05
9.022574999999999790e+00,3.299592760646097595e-07,1.108631432057839848e-05
9.053160000000000096e+00,3.332085209680150687e-07,1.131561719946158716e-05
9.083745000000000402e+00,3.365185054540084173e-07,1.155375955041355647e-05
9.114330000000000709e+00,3.398908481294072193e-07,1.180121960326395478e-05
9.144915000000001015e+00,3.433272255995761727e-07,1.205850943088943070e-05
9.175499999999999545e+00,3.468293750522932718e-07,1.232617790935798159e-05
9.206084999999999852e+00,3.503990969797105113e-07,1.260481398888345994e-05
9.236670000000000158e+00,3.540382580470350445e-07,1.289505031108659500e-05
9.267255000000000464e+00,3.577487941171578419e-07,1.319756721756299278e-05
9.297840000000000771e+00,3.615327134411393944e-07,1.351309719876998731e-05
9.328425000000001077e+00,3.653921000251772198e-07,1.384242983808970656e-05
9.359009999999999607e+00,3.693291171854383941e-07,1.418641731854875597e-05
9.389594999999999914e+00,3.733460113030255872e-07,1.454598056373960466e-05
9.420180000000000220e+00,3.774451157922125476e-07,1.492211610110871127e-05
9.450765000000000526e+00,3.816288552961089399e-07,1.531590374483802751e-05
9.481350000000000833e+00,3.858997501249874150e-07,1.572851521466023060e-05
9.511935000000001139e+00,3.902604209536362690e-07,1.616122382227738272e-05
9.542519999999999669e+00,3.947135937954266469e-07,1.661541538206299414e-05
9.573104999999999976e+00,3.992621052721255362e-07,1.709260052418850066e-05
9.603690000000000282e+00,4.039089081999839802e-07,1.759442862586933662e-05
9.634275000000000588e+00,4.086570775142858403e-07,1.812270360419577736e-05
9.664860000000000895e+00,4.135098165563067511e-07,1.867940186883751551e-05
9.695445000000001201e+00,4.184704637485823075e-07,1.926669277232575378e-05
9.726029999999999731e+00,4.235424996865119505e-07,1.988696197326476423e-05
9.756615000000000038e+00,4.287295546766252956e-07,2.054283819562151362e-05
9.787200000000000344e+00,4.340354167543782717e-07,2.123722396134822935e-05
9.817785000000000650e+00,4.394640402171320089e-07,2.197333099461522179e-05
9.848370000000000957e+00,4.450195547109732714e-07,2.275472112595326558e-05
9.878954999999999487e+00,4.507062749134009175e-07,2.358535369842767871e-05
9.909539999999999793e+00,4.565287108575123907e-07,2.446964070303479129e-05
9.940125000000000099e+00,4.624915789473801606e-07,2.541251111216866106e-05
9.970710000000000406e+00,4.685998137186693497e-07,2.641948621411875680e-05
1.000129500000000071e+01,4.748585804034373879e-07,2.749676818337105230e-05
1.003188000000000102e+01,4.812732883633641478e-07,2.865134460203996495e-05
1.006246499999999955e+01,4.878496054615996712e-07,2.989111233187977917e-05
1.009304999999999986e+01,4.945934734498195291e-07,3.122502495477798339e-05
1.012363500000000016e+01,5.015111244543893387e-07,3.266326908761381311e-05
1.015422000000000047e+01,5.086090986533593501e-07,3.421747621806831035e-05
1.018480500000000077e+01,5.158942632448556802e-07,3.590097857314222184e-05
1.021539000000000108e+01,5.233738328171645386e-07,3.772911975283024203e-05
1.024597499999999961e+01,5.310553912416131326e-07,3.971963416816860472e-05
1.027655999999999992e+01,5.389469152213506446e-07,4.189311310690522360e-05
1.030714500000000022e+01,5.470567996424555498e-07,4.427358115126669833e-05
1.033773000000000053e+01,5.553938848887190976e-07,4.688921370695950906e-05
1.036831500000000084e+01,5.639674862979241718e-07,4.977323704042775870e-05
1.039890000000000114e+01,5.727874259560567406e-07,5.296506565828127360e-05
1.042948499999999967e+01,5.818640670463760926e-07,5.651175204119184101e-05
1.046006999999999998e+01,5.912083509936263535e-07,6.046985085153888309e-05
1.049065500000000029e+01,6.008318376693113603e-07,6.490783947600556260e-05
1.052124000000000059e+01,6.107467489532874024e-07,6.990929366821016272e-05
1.055182500000000090e+01,6.209660159794012523e-07,7.557710097676617210e-05
1.058241000000000120e+01,6.315033304297683373e-07,8.203912026748220337e-05
1.061299499999999973e+01,6.423732002837148125e-07,8.945588434464085508e-05
1.064358000000000004e+01,6.535910104740716110e-07,9.803124008767894208e-05
1.067416500000000035e+01,6.651730889565166126e-07,1.080272812592344501e-04
1.070475000000000065e+01,6.771367787573255398e-07,1.197856843371810991e-04
1.073533500000000096e+01,6.895005166329311745e-07,1.337587989289634207e-04
1.076592000000000127e+01,7.022839190516569805e-07,1.505559677411945504e-04
1.079650499999999980e+01,7.155078762957411868e-07,1.710142867016185679e-04
1.082709000000000010e+01,7.291946555817821760e-07,1.963098111776600705e-04
1.085767500000000041e+01,7.433680142119609565e-07,2.281381099835968183e-04
1.088826000000000072e+01,7.580533238988927237e-07,2.690188016620347067e-04
1.091884500000000102e+01,7.732777075569037216e-07,3.228320391061407992e-04
1.094942999999999955e+01,7.890701900243864610e-07,3.958120915427522173e-04
1.098001499999999986e+01,8.054618643799461570e-07,4.984973321501658594e-04
1.101060000000000016e+01,8.224860757432619396e-07,6.498074286556248516e-04
1.104118500000000047e+01,8.401786247155300050e-07,8.864221136987082087e-04
1.107177000000000078e+01,8.585779929199538262e-07,1.287461801700936917e-03
1.110235500000000108e+01,8.777255934575885461e-07,2.045264967773561572e-03
1.113293999999999961e+01,8.976660495068344246e-07,3.730987747426520694e-03
1.116352499999999992e+01,9.184475047765272156e-07,9.124861934076586648e-03
1.119411000000000023e+01,9.401219700859573034e-07,4.290892726195200818e-02
1.122469500000000053e+01,9.627457110055984851e-07,7.299908588240897611e-01
1.125528000000000084e+01,9.863796822690695251e-07,9.348439634945199250e-01
1.128586500000000115e+01,1.011090015581959953e-06,9.033879289482968922e-01
1.131644999999999968e+01,1.036948568535737087e-06,8.983158017890062741e-01
1.134703499999999998e+01,1.064033543618236981e-06,9.089296690374697452e-01
1.137762000000000029e+01,1.092430187838509717e-06,9.144295864568778853e-01
1.140820500000000060e+01,1.122231585305376702e-06,9.141364269494733907e-01
1.143879000000000090e+01,1.153539557279104846e-06,9.133606232504003497e-01
1.146937500000000121e+01,1.186465686834948358e-06,9.148287847238625314e-01
1.149995999999999974e+01,1.221132488434107299e-06,9.181419671654608150e-01
1.153054500000000004e+01,1.257674746518308059e-06,9.217753967693211870e-01
1.156113000000000035e+01,1.296241051883221708e-06,9.247868434941112215e-01
1.159171500000000066e+01,1.336995570244541686e-06,9.269607822030812017e-01
1.162230000000000096e+01,1.380120084337887941e-06,9.286148540340197766e-01
1.165288500000000127e+01,1.425816359414772466e-06,9.301869410487839662e-01
1.168346999999999980e+01,1.474308892521970371e-06,9.319502080836333802e-01
1.171405500000000011e+01,1.525848119017698992e-06,9.340765435146790585e-01
1.174464000000000041e+01,1.580714166073755495e-06,9.365636858246665364e-01
1.177522500000000072e+01,1.639221263347315973e-06,9.393388459405930258e-01
1.180581000000000103e+01,1.701722946763741617e-06,9.421821479788504705e-01
1.183639499999999956e+01,1.768618224008416471e-06,9.446952578520871890e-01
1.186697999999999986e+01,1.840358911972706713e-06,9.465533404917368943e-01
1.189756500000000017e+01,1.917458409847307457e-06,9.477261003105954540e-01
1.192815000000000047e+01,2.000502240601511368e-06,9.489093222710897058e-01
1.195873500000000078e+01,2.090160783400137152e-06,9.513932214959979206e-01
1.198932000000000109e+01,2.187204737198758533e-06,9.557432455304699648e-01
1.201990499999999962e+01,2.292524011172491518e-06,9.596560542016154827e-01
1.205048999999999992e+01,2.407150944548753195e-06,9.581698528254812830e-01
1.208107500000000023e+01,2.532289036312802408e-06,9.532116357409973206e-01
1.211166000000000054e+01,2.669348741934206292e-06,9.700897154148596657e-01
1.214224500000000084e+01,2.819992409887095903e-06,1.011520989228700707e+00
1.217283000000000115e+01,2.986191143994710651e-06,6.451567041872464658e-01
1.220341499999999968e+01,3.170297375379573529e-06,2.460688320013114383e-02
1.223399999999999999e+01,3.375138340390778061e-06,6.068333755024434006e-03
1.226458500000000029e+01,3.604137686734458088e-06,2.549127533175181079e-03
1.229517000000000060e+01,3.861475376064308264e-06,1.369213211485046690e-03
1.232575500000000090e+01,4.152300400227614488e-06,8.377927234010171123e-04
1.235634000000000121e+01,4.483017353606167963e-06,5.588763808717064950e-04
1.238692499999999974e+01,4.861677869395982451e-06,3.956649907509896024e-04
1.241751000000000005e+01,5.298523443858490534e-06,2.924579854943451279e-04
1.244809500000000035e+01,5.806750848633802182e-06,2.232687974393443120e-04
1.247868000000000066e+01,6.403611501220361641e-06,1.747549317581342993e-04
1.250926500000000097e+01,7.112023268121444160e-06,1.395115721389776468e-04
1.253985000000000127e+01,7.962988546701176828e-06,1.131632942127234933e-04
1.257043499999999980e+01,8.999317332028346960e-06,9.299128876829960077e-05
1.260102000000000011e+01,1.028153123425180781e-05,7.723520220272609500e-05
1.263160500000000042e+01,1.189754858919949488e-05,6.471547191598145084e-05
1.266219000000000072e+01,1.397920888579121672e-05,5.461834496563796882e-05
1.269277500000000103e+01,1.673179819390971693e-05,4.636816962025962457e-05
1.272335999999999956e+01,2.048979046611001416e-05,3.954872338521135260e-05
1.275394499999999987e+01,2.582936197606241501e-05,3.385320247863112046e-05
1.278453000000000017e+01,3.381519955830016277e-05,2.905154589523404257e-05
1.281511500000000048e+01,4.660276688765170827e-05,2.496856095902014969e-05
1.284570000000000078e+01,6.913249622949200145e-05,2.146896025357795886e-05
1.287628500000000109e+01,1.149570172238039301e-04,1.844692699799870345e-05
1.290686999999999962e+01,2.336200401247108213e-04,1.581871315188172213e-05
1.293745499999999993e+01,7.448179186235206160e-04,1.351731295567871377e-05
1.296804000000000023e+01,6.243137287296527532e-02,1.148859347293865188e-05
1.299862500000000054e+01,1.056596406461037141e+00,9.688491863020962680e-06
1.302921000000000085e+01,8.192730568917613310e-01,8.081071470610235217e-06
1.305979500000000115e+01,8.686369711535584237e-01,6.637445545373941024e-06
1.309037999999999968e+01,8.590997013304981778e-01,5.336011905308540767e-06
1.312096499999999999e+01,8.646661967936883908e-01,4.165645241890729342e-06
1.315155000000000030e+01,8.656876553929830909e-01,3.136707156376109827e-06
1.318213500000000060e+01,8.704496105401123840e-01,2.303823364794523171e-06
1.321272000000000091e+01,8.710082475581940598e-01,1.722252804027409682e-06
1.324330500000000121e+01,8.692594460122164968e-01,1.409431686229564527e-06
1.327388999999999974e+01,8.703823359448400465e-01,1.266502637698881593e-06
1.330447500000000005e+01,8.739377347357897285e-01,1.234522123177292352e-06
1.333506000000000036e+01,8.761984317356069640e-01,1.212523930215454923e-06
1.336564500000000066e+01,8.761086160387705490e-01,1.184860546138529597e-06
1.339623000000000097e+01,8.762493314712970216e-01,1.150612193087128686e-06
1.342681500000000128e+01,8.784284153639543291e-01,1.107975768715096131e-06
1.345739999999999981e+01,8.815472446183815203e-01,1.053878764707373759e-06
1.348798500000000011e+01,8.835637351785222693e-01,9.855518805564388902e-07
1.351857000000000042e+01,8.840515708194928157e-01,9.077937787987999245e-07
1.354915500000000073e+01,8.841751918377407371e-01,8.370016065535869520e-07
1.357974000000000103e+01,8.851282789224722558e-01,7.879452744307673077e-07
1.361032500000000134e+01,8.869612175847065849e-01,7.497713715595164211e-07
1.364090999999999987e+01,8.890468532496161869e-01,7.081424770724597236e-07
1.367149500000000018e+01,8.908317940090211273e-01,6.665669025967095164e-07
1.370208000000000048e+01,8.922453239707758277e-01,6.293962415083459571e-07
1.373266500000000079e+01,8.936076047672720790e-01,6.065836930416256064e-07
1.376325000000000109e+01,8.951599150987896714e-01,5.981281833971042886e-07
1.379383499999999962e+01,8.969544375664841862e-01,6.187538521977316910e-07
1.382441999999999993e+01,8.987753627035908188e-01,7.460840504120833239e-07
1.385500500000000024e+01,9.004359335820032451e-01,1.199996008227764044e+01
1.388559000000000054e+01,9.018609112020077312e-01,1.199981538599843311e+01
1.391617500000000085e+01,9.030633626928575852e-01,1.199911193856521940e+01
1.394676000000000116e+01,9.042071513888285672e-01,1.019453835562327448e+01
1.397734499999999969e+01,9.054271647394611655e-01,1.886137913848171671e-02
1.400792999999999999e+01,9.068176208916699510e-01,5.626401713352260359e-01
1.403851500000000030e+01,9.084008157839721376e-01,1.142284924459938011e+00
1.406910000000000061e+01,9.101240630113832664e-01,1.111870793032813109e+00
1.409968500000000091e+01,9.119031159835064848e-01,1.033637569428173197e+00
1.413027000000000122e+01,9.136304281577207753e-01,1.032416193062208221e+00
1.416085499999999975e+01,9.152456595004360151e-01,1.058954575101166196e+00
1.419144000000000005e+01,9.166968398272403729e-01,1.072781939993041611e+00
1.422202500000000036e+01,9.180305443576595170e-01,1.070435428388454513e+00
1.425261000000000067e+01,9.193311986942119818e-01,1.063077015437414952e+00
1.428319500000000097e+01,9.206573805074861339e-01,1.059248274271957113e+00
1.431378000000000128e+01,9.220778411631590510e-01,1.060622815498077687e+00
1.434436499999999981e+01,9.236300218814961216e-01,1.064952842898739593e+00
1.437495000000000012e+01,9.252937579955077263e-01,1.069651220642206191e+00
1.440553500000000042e+01,9.270116747799230783e-01,1.073353960910281124e+00
1.443612000000000073e+01,9.287323069935216058e-01,1.075977140280385935e+00
1.446670500000000104e+01,9.303973381355845618e-01,1.078081210870184048e+00
1.449729000000000134e+01,9.319958730564753546e-01,1.080281182145390595e+00
1.452787499999999987e+01,9.335314783326524868e-01,1.082782490417862897e+00
1.455846000000000018e+01,9.350124706790644558e-01,1.085534250331931627e+00
1.458904500000000048e+01,9.364612289368591247e-01,1.088361160290300500e+00
1.461963000000000079e+01,9.379269555436596795e-01,1.090997107825601775e+00
1.465021500000000110e+01,9.394273361916906095e-01,1.093386000281250769e+00
1.468080000000000140e+01,9.409805987945319972e-01,1.095503078734464619e+00
1.471138499999999993e+01,9.425833679482177319e-01,1.097414712001813175e+00
1.474197000000000024e+01,9.442015697664948304e-01,1.099239223571494950e+00
1.477255500000000055e+01,9.458320046880769327e-01,1.101019680028659131e+00
