t,u
4.278841500000000053e+01,5.118007250212259043e-07
4.281900000000000261e+01,5.052304627179564685e-07
4.284958500000000470e+01,4.990756710504835468e-07
4.288016999999999967e+01,4.930347525623122927e-07
4.291075500000000176e+01,4.872750616882331529e-07
4.294134000000000384e+01,4.822776561199442811e-07
4.297192499999999882e+01,4.781026904054340575e-07
4.300251000000000090e+01,4.745050619989860084e-07
4.303309500000000298e+01,4.713511528128117495e-07
4.306368000000000507e+01,4.685441039501409375e-07
4.309426500000000004e+01,4.658130050188378094e-07
4.312485000000000213e+01,4.627782100123349013e-07
4.315543500000000421e+01,4.591757693335561393e-07
4.318601999999999919e+01,4.548491808802735541e-07
4.321660500000000127e+01,4.498496001575038175e-07
4.324719000000000335e+01,4.448683237180989062e-07
4.327777499999999833e+01,4.423652904537554149e-07
4.330836000000000041e+01,4.502939689029977227e-07
4.333894500000000249e+01,4.998426502459483897e-07
4.336953000000000458e+01,8.374148762014562895e-07
4.340011499999999955e+01,1.199999766545990987e+01
4.343070000000000164e+01,1.199999752018070076e+01
4.346128500000000372e+01,1.199999679704792221e+01
4.349186999999999870e+01,1.199999591814993671e+01
4.352245500000000078e+01,1.199999489798739027e+01
4.355304000000000286e+01,1.199999371941892790e+01
4.358362500000000495e+01,1.199999235405139508e+01
4.361420999999999992e+01,1.199999076430707845e+01
4.364479500000000201e+01,1.199998890205320734e+01
4.367538000000000409e+01,1.199998670566603387e+01
4.370596499999999907e+01,1.199998409559431067e+01
4.373655000000000115e+01,1.199998096793342661e+01
4.376713500000000323e+01,1.199997718507966304e+01
4.379771999999999821e+01,1.199997256191432449e+01
4.382830500000000029e+01,1.199996684493785182e+01
4.385889000000000237e+01,1.199995967995736557e+01
4.388947500000000446e+01,1.199995056059098353e+01
4.392005999999999943e+01,1.199993874344898970e+01
4.395064500000000152e+01,1.199992310298907761e+01
4.398123000000000360e+01,1.199990187177285428e+01
4.401181499999999858e+01,1.199987215025090315e+01
4.404240000000000066e+01,1.199982892009756519e+01
4.407298500000000274e+01,1.199976289376358629e+01
4.410357000000000482e+01,1.199965532552449687e+01
4.413415499999999980e+01,1.199946365433578421e+01
