sqrtN_dJ_N8,sqrtN_dJ_N16,sqrtN_dJ_N32,sqrtN_dJ_N64
-1.787608178873147269e+00,2.128352909921943592e+00,4.300609801779881280e+00,-1.221806124324189113e+00
3.623285802779272036e+00,2.766258078096782924e+00,8.716874742632043649e+00,5.552756557916779911e+00
-4.020826239962263848e+00,-2.052177738278714969e+00,4.762145437755982980e-01,4.733602533648394228e+00
1.034310732614483364e+00,-2.631245137042697024e-01,-6.989040419458100173e-01,1.725778871206358644e+00
-2.595855550849760274e+00,5.574909830492202900e-01,1.679525923257217945e+00,-2.147827310144634794e+00
-3.055637153283966345e+00,7.087628409005475305e-01,9.413786175354781349e-01,-2.001508576462356359e+00
3.256271232634881940e+00,-5.499165950139968118e-01,6.077655387510498386e+00,3.925772456021434209e+00
1.508517632824709187e+00,-1.642386290174329133e-01,2.194709317190612907e+00,5.032408021637763795e+00
-1.695344095818993813e+00,-3.299304037044805682e+00,4.600679605492183355e-01,-4.318924227982222419e+00
-2.188857754198989536e-01,-3.946831411756392072e+00,-4.574865208739740119e+00,1.662860328638686269e+00
-1.804653561597479028e+00,-1.403636596663375258e+00,-3.435185745867945339e+00,1.981066409689447028e+00
-8.586410320276928188e-01,2.850357364853863373e+00,2.481050168546314882e+00,8.584504181081342722e-01
5.149496518770535047e+00,5.266691236029799938e+00,1.644792790098125845e+00,-1.074415088992282108e-01
1.476170775669699786e+00,-1.190437203650702713e+00,-1.997073030181742093e+00,-8.724420383776987364e-02
-6.292269043518370353e+00,-4.243640284418574993e-01,1.020919587787955454e-02,-7.046223085425651789e+00
8.158045881222941276e+00,7.225023667661091054e+00,7.379565315229232425e+00,1.215258948893392699e+00
2.457765606020801741e+00,3.943906374723738395e+00,1.873299015415297086e+00,3.271286450213153785e+00
-1.500002002025921100e-01,2.205637778422300244e-01,5.544604768744796353e+00,3.908208431666650995e-01
5.900548898141364518e-01,-2.707689321586684628e+00,-1.554069918293300656e+00,-2.650832578017400465e+00
-8.039364662357804114e-01,2.379546529576970215e-01,-2.297338395959423352e+00,6.374197706730910795e-02
-3.548916384952279568e+00,-4.645237363073789538e+00,-3.468933689237571727e+00,1.259851119400252628e+00
-1.407984884575974371e+00,-3.985917036120923740e+00,-1.623371715653182834e+00,-5.872181086699754360e+00
2.091010114371385065e+00,1.579306995964714133e+00,6.195887216798949826e-01,1.550620511290759396e+00
-3.470471756156094045e+00,-6.181033913662844270e+00,-6.564158030023492962e+00,-7.104585549353885199e+00
-4.944346726271549031e+00,-4.857042790712370106e+00,-2.329785290994987434e+00,3.233538577529770919e-02
-3.329663687517216086e+00,-3.664794373899241009e+00,-3.322982932421114644e+00,-4.092921518346599896e+00
-3.876519641649037506e+00,-4.384857670681128639e+00,3.329497323519497343e+00,8.745498264331104110e-01
-7.712581722421373520e+00,-1.295564121150391657e+00,-1.871570574718089963e+00,-4.358959230026471232e-01
5.302074578733826371e+00,1.318979625156060820e+00,2.524106824391532999e+00,1.470760050098846250e+00
