t,u_nominal solution,u_SAA solution
4.724999999999999756e-01,1.682324368012894089e-01,1.680539248533873264e-01
4.799999999999999822e-01,1.686112131651951174e-01,1.684266946676224452e-01
4.874999999999999889e-01,1.689908557764161490e-01,1.688003092601653987e-01
4.949999999999999956e-01,1.693713669109651598e-01,1.691747687294895552e-01
5.024999999999999467e-01,1.697527488027637532e-01,1.695500732720842951e-01
5.100000000000000089e-01,1.701350036465700821e-01,1.699262232094143898e-01
5.174999999999999600e-01,1.705181336003269710e-01,1.703032190101359533e-01
5.250000000000000222e-01,1.709021407869544540e-01,1.706810613074751515e-01
5.324999999999999734e-01,1.712870272955377693e-01,1.710597509118006732e-01
5.400000000000000355e-01,1.716727951819891351e-01,1.714392888185626296e-01
5.474999999999999867e-01,1.720594464691854730e-01,1.718196762118986698e-01
5.549999999999999378e-01,1.724469831466449166e-01,1.722009144643056600e-01
5.625000000000000000e-01,1.728354071698046945e-01,1.725830051328277603e-01
5.699999999999999512e-01,1.732247204589623668e-01,1.729659499522757937e-01
5.775000000000000133e-01,1.736149248979564907e-01,1.733497508259349007e-01
5.849999999999999645e-01,1.740060223326561628e-01,1.737344098143637772e-01
5.925000000000000266e-01,1.743980145693471429e-01,1.741199291227676915e-01
5.999999999999999778e-01,1.747909033730627171e-01,1.745063110874086332e-01
6.074999999999999289e-01,1.751846904659599968e-01,1.748935581614946833e-01
6.149999999999999911e-01,1.755793775257840361e-01,1.752816729009905039e-01
6.224999999999999423e-01,1.759749661844888236e-01,1.756706579506762123e-01
6.300000000000000044e-01,1.763714580270693277e-01,1.760605160307830430e-01
6.374999999999999556e-01,1.767688545906666298e-01,1.764512499244265398e-01
6.450000000000000178e-01,1.771671573639407860e-01,1.768428624660201842e-01
6.524999999999999689e-01,1.775663677868066781e-01,1.772353565308973922e-01
6.599999999999999201e-01,1.779664872505030970e-01,1.776287350261366860e-01
6.674999999999999822e-01,1.783675170980563718e-01,1.780230008826803323e-01
6.749999999999999334e-01,1.787694586251095397e-01,1.784181570487708701e-01
6.824999999999999956e-01,1.791723130811625764e-01,1.788142064846721113e-01
6.899999999999999467e-01,1.795760816711878538e-01,1.792111521585638134e-01
6.975000000000000089e-01,1.799807655576306509e-01,1.796089970436123839e-01
7.049999999999999600e-01,1.803863658627876676e-01,1.800077441160148894e-01
7.125000000000000222e-01,1.807928836715256560e-01,1.804073963539885861e-01
7.199999999999999734e-01,1.812003200343374476e-01,1.808079567375093788e-01
7.274999999999999245e-01,1.816086759707068732e-01,1.812094282486522157e-01
7.349999999999999867e-01,1.820179524727587594e-01,1.816118138724109599e-01
7.424999999999999378e-01,1.824281505091516764e-01,1.820151165978993457e-01
7.500000000000000000e-01,1.828392710291950329e-01,1.824193394197081430e-01
7.574999999999999512e-01,1.832513149671565478e-01,1.828244853393195812e-01
7.650000000000000133e-01,1.836642832467419717e-01,1.832305573664750886e-01
7.724999999999999645e-01,1.840781767856705942e-01,1.836375585203892657e-01
7.800000000000000266e-01,1.844929965003723749e-01,1.840454918306607679e-01
7.874999999999999778e-01,1.849087433107353684e-01,1.844543603378543395e-01
7.949999999999999289e-01,1.853254181448914795e-01,1.848641670936490011e-01
8.024999999999999911e-01,1.857430219439962504e-01,1.852749151604933253e-01
8.099999999999999423e-01,1.861615556669968252e-01,1.856866076107210606e-01
8.175000000000000044e-01,1.865810202953508967e-01,1.860992475251354306e-01
8.249999999999999556e-01,1.870014168376632202e-01,1.865128379910235557e-01
8.325000000000000178e-01,1.874227463342378885e-01,1.869273820995783209e-01
8.399999999999999689e-01,1.878450098615029873e-01,1.873428829427616349e-01
8.474999999999999201e-01,1.882682085363093505e-01,1.877593436096317014e-01
8.549999999999999822e-01,1.886923435200736354e-01,1.881767671821445997e-01
8.624999999999999334e-01,1.891174160227751255e-01,1.885951567305222398e-01
8.699999999999999956e-01,1.895434273067441999e-01,1.890145153081746743e-01
8.774999999999999467e-01,1.899703786902816882e-01,1.894348459462301959e-01
8.850000000000000089e-01,1.903982715510836032e-01,1.898561516477585420e-01
8.924999999999999600e-01,1.908271073294534326e-01,1.902784353818147145e-01
8.999999999999999112e-01,1.912568875312996575e-01,1.907017000771921711e-01
9.074999999999999734e-01,1.916876137309229122e-01,1.911259486161128729e-01
9.149999999999999245e-01,1.921192875735856509e-01,1.915511838278687595e-01
9.224999999999999867e-01,1.925519107778528582e-01,1.919774084824734384e-01
9.299999999999999378e-01,1.929854851377137137e-01,1.924046252843981952e-01
9.375000000000000000e-01,1.934200125244830148e-01,1.928328368664330994e-01
9.449999999999999512e-01,1.938554948884726736e-01,1.932620457837686823e-01
9.525000000000000133e-01,1.942919342604446931e-01,1.936922545083331892e-01
9.599999999999999645e-01,1.947293327528455686e-01,1.941234654234742230e-01
9.674999999999999156e-01,1.951676925608239743e-01,1.945556808189550790e-01
9.749999999999999778e-01,1.956070159630094174e-01,1.949889028864232876e-01
9.824999999999999289e-01,1.960473053221160056e-01,1.954231337152691761e-01
9.899999999999999911e-01,1.964885630853137888e-01,1.958583752890339647e-01
9.974999999999999423e-01,1.969307917843921563e-01,1.962946294822750237e-01
1.004999999999999893e+00,1.973739940357400746e-01,1.967318980580237131e-01
1.012499999999999956e+00,1.978181725401025604e-01,1.971701826658101564e-01
1.020000000000000018e+00,1.982633300821572964e-01,1.976094848402244752e-01
1.027499999999999858e+00,1.987094695299015112e-01,1.980498060001014415e-01
1.034999999999999920e+00,1.991565938338419051e-01,1.984911474483146143e-01
1.042499999999999982e+00,1.996047060260067452e-01,1.989335103721440734e-01
1.050000000000000044e+00,2.000538092187749417e-01,1.993768958442560524e-01
1.057499999999999885e+00,2.005039066035494144e-01,1.998213048242992174e-01
1.064999999999999947e+00,2.009550014492268444e-01,2.002667381610595543e-01
1.072500000000000009e+00,2.014070971005124944e-01,2.007131965951861330e-01
1.080000000000000071e+00,2.018601969760817905e-01,2.011606807625034299e-01
1.087499999999999911e+00,2.023143045665636020e-01,2.016091911978252216e-01
1.094999999999999973e+00,2.027694234323841049e-01,2.020587283393098232e-01
1.102500000000000036e+00,2.032255572014431966e-01,2.025092925333268068e-01
1.109999999999999876e+00,2.036827095666581544e-01,2.029608840397400249e-01
1.117499999999999938e+00,2.041408842833401793e-01,2.034135030376828801e-01
1.125000000000000000e+00,2.046000851664491749e-01,2.038671496317395748e-01
1.132500000000000062e+00,2.050603160877074727e-01,2.043218238584892099e-01
1.139999999999999902e+00,2.055215809725767506e-01,2.047775256934426247e-01
1.147499999999999964e+00,2.059838837971121051e-01,2.052342550582997860e-01
1.155000000000000027e+00,2.064472285846823962e-01,2.056920118284711885e-01
1.162499999999999867e+00,2.069116194025897582e-01,2.061507958408656527e-01
1.169999999999999929e+00,2.073770603585724237e-01,2.066106069019351676e-01
1.177499999999999991e+00,2.078435555971689941e-01,2.070714447959205728e-01
1.185000000000000053e+00,2.083111092960134580e-01,2.075333092932201140e-01
1.192499999999999893e+00,2.087797256620269881e-01,2.079962001589379106e-01
1.199999999999999956e+00,2.092494089275104274e-01,2.084601171614994253e-01
1.207500000000000018e+00,2.097201633461457659e-01,2.089250600813817582e-01
1.214999999999999858e+00,2.101919931889257298e-01,2.093910287198362807e-01
1.222499999999999920e+00,2.106649027400162577e-01,2.098580229076686676e-01
1.229999999999999982e+00,2.111388962925382362e-01,2.103260425139645839e-01
1.237500000000000044e+00,2.116139781442925305e-01,2.107950874547918074e-01
1.244999999999999885e+00,2.120901525934420218e-01,2.112651577018183902e-01
1.252499999999999947e+00,2.125674239341430183e-01,2.117362532908136918e-01
